gnl|X|PROKKA_contig000001	PROKKA_00002	304	1473	1	375	PF00171	0.0213799002019
gnl|X|PROKKA_contig000002	PROKKA_04093	4583053	4583835	75	221	PF06276	0.997474684511
gnl|X|PROKKA_contig000002	PROKKA_04093	4583053	4583835	237	258	PF11575	0.825732661885
gnl|X|PROKKA_contig000002	PROKKA_04094	4584157	4585689	8	93	PF16106	0.662386537781
gnl|X|PROKKA_contig000002	PROKKA_04094	4584157	4585689	8	55	PF13744	0.50699070132
gnl|X|PROKKA_contig000002	PROKKA_04094	4584157	4585689	12	74	PF13560	0.359121230136
gnl|X|PROKKA_contig000002	PROKKA_04094	4584157	4585689	14	68	PF12844	0.218374733911
gnl|X|PROKKA_contig000002	PROKKA_04094	4584157	4585689	17	70	PF01381	0.0843672539161
gnl|X|PROKKA_contig000002	PROKKA_04094	4584157	4585689	335	493	PF01327	0.00351256546635
gnl|X|PROKKA_contig000002	PROKKA_04094	4584157	4585689	343	360	PF12844	0.00240987085575
gnl|X|PROKKA_contig000002	PROKKA_04094	4584157	4585689	358	378	PF13744	0.00124130932507
gnl|X|PROKKA_contig000002	PROKKA_04095	4585758	4586879	5	98	PF00042	3.69301947704e-06
gnl|X|PROKKA_contig000002	PROKKA_04095	4585758	4586879	141	249	PF08022	2.50227397079e-05
gnl|X|PROKKA_contig000002	PROKKA_04095	4585758	4586879	142	241	PF00970	1.39584225202e-05
gnl|X|PROKKA_contig000002	PROKKA_04095	4585758	4586879	251	353	PF00175	4.21032163112e-06
gnl|X|PROKKA_contig000002	PROKKA_04096	4586924	4587775	51	167	PF02517	1.52520122902e-05
gnl|X|PROKKA_contig000002	PROKKA_04096	4586924	4587775	174	267	PF02517	2.90850398829e-05
gnl|X|PROKKA_contig000002	PROKKA_04097	4587861	4588814	152	317	PF12787	0.000108645158439
gnl|X|PROKKA_contig000002	PROKKA_04100	4590010	4591062	47	168	PF01522	6.12088942788e-05
gnl|X|PROKKA_contig000002	PROKKA_04101	4591171	4591581	8	135	PF01042	0.000391750800271
gnl|X|PROKKA_contig000002	PROKKA_04102	4591660	4592037	10	78	PF12840	0.0013285734771
gnl|X|PROKKA_contig000002	PROKKA_04102	4591660	4592037	24	114	PF01638	0.00218361535451
gnl|X|PROKKA_contig000002	PROKKA_04102	4591660	4592037	30	80	PF12802	0.0022276658341
gnl|X|PROKKA_contig000002	PROKKA_04102	4591660	4592037	38	75	PF01047	0.00217523048529
gnl|X|PROKKA_contig000002	PROKKA_04102	4591660	4592037	43	97	PF03551	0.00201193010961
gnl|X|PROKKA_contig000002	PROKKA_04102	4591660	4592037	93	108	PF12840	0.00104703161474
gnl|X|PROKKA_contig000002	PROKKA_04103	4592079	4592714	113	148	PF05901	3.18086477954e-06
gnl|X|PROKKA_contig000002	PROKKA_04103	4592079	4592714	175	211	PF05901	8.5594666363e-06
gnl|X|PROKKA_contig000002	PROKKA_04104	4592962	4593906	1	290	PF03576	0.00316030447646
gnl|X|PROKKA_contig000002	PROKKA_04105	4594002	4594343	2	95	PF07045	0.0510045345116
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	31	151	PF03848	0.986172541361
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	36	192	PF13489	0.990411408673
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	38	128	PF12692	0.995016341064
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	38	102	PF05401	0.999999900866
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	41	96	PF07021	0.999994968536
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	42	100	PF05175	0.999936684964
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	44	116	PF13679	0.999030162154
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	54	154	PF13847	0.998306656831
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	54	155	PF12847	0.997764195262
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	55	210	PF13659	0.997401297603
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	58	148	PF13649	0.997216973862
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	59	152	PF08241	0.997210721202
gnl|X|PROKKA_contig000002	PROKKA_04107	4594995	4595636	59	150	PF08242	0.997201546336
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	188	295	PF13191	0.997144710022
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	194	307	PF12846	0.997266249306
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	329	464	PF13191	0.99756649575
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	340	378	PF13481	0.99804626843
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	341	398	PF13245	0.998706876174
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	345	399	PF01078	0.999550121132
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	347	459	PF13401	0.999488034614
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	347	538	PF00005	0.999579856623
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	350	456	PF05729	0.999942459265
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	350	654	PF12846	0.999096099738
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	351	450	PF07728	0.9984298529
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	352	474	PF00004	0.99824067679
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	352	439	PF13238	0.997679253144
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	378	467	PF13481	0.997298457219
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	387	510	PF02885	0.997097250199
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	472	528	PF13481	0.997460011042
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	524	681	PF13191	0.998004481821
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	825	911	PF00005	0.99873214786
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	929	1020	PF05729	0.99997397944
gnl|X|PROKKA_contig000002	PROKKA_04108	4595767	4599240	999	1141	PF13191	0.999915277139
gnl|X|PROKKA_contig000002	PROKKA_04109	4599282	4600202	9	139	PF06342	0.999999660873
gnl|X|PROKKA_contig000002	PROKKA_04109	4599282	4600202	31	282	PF00561	0.999894594
gnl|X|PROKKA_contig000002	PROKKA_04109	4599282	4600202	31	278	PF12695	0.999781972368
gnl|X|PROKKA_contig000002	PROKKA_04109	4599282	4600202	32	299	PF12697	0.999817063874
gnl|X|PROKKA_contig000002	PROKKA_04109	4599282	4600202	32	282	PF12146	0.999999964249
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	5	69	PF10609	0.99980780573
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	6	57	PF07015	0.999998804609
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	7	56	PF13614	0.999924726269
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	7	100	PF09140	0.999993279685
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	7	58	PF00142	0.999999995757
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	7	52	PF06564	0.999994349767
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	9	244	PF01656	0.999597254392
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	20	40	PF13431	0.999464752544
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	21	47	PF13374	0.999486750622
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	94	181	PF13614	0.99966330864
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	130	194	PF06564	0.999994908249
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	138	194	PF09140	0.999996470202
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	139	209	PF07015	0.999999324847
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	254	340	PF13191	0.999774861614
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	297	439	PF13191	0.999700220008
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	475	656	PF13191	0.999775196406
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	488	733	PF00931	0.999999995344
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	502	637	PF05729	0.999999344472
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	503	535	PF00142	0.999999985753
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	504	542	PF10609	0.999799370466
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	504	537	PF06564	0.999987356248
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	505	538	PF01656	0.999785610423
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	508	546	PF13614	0.999798571559
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	628	664	PF07015	0.99995940494
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	722	934	PF13191	0.994807742125
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	791	829	PF14357	0.990042830125
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	858	905	PF13424	0.985651670185
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	862	899	PF13374	0.981622283147
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	883	967	PF14357	0.977943676779
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	905	938	PF13414	0.974605815782
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	906	974	PF13424	0.971599594419
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	909	950	PF13374	0.968916811668
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	912	947	PF13176	0.966550148853
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	912	931	PF13431	0.964493149682
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	951	992	PF13374	0.962740202625
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	952	1026	PF13424	0.961286525616
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	965	1023	PF13414	0.960128153
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	974	1008	PF14357	0.959261924718
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	985	1015	PF13431	0.958685477684
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	993	1034	PF13374	0.958397239343
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	996	1031	PF13176	0.958396423374
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1032	1110	PF13424	0.958683027552
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1035	1074	PF13374	0.959257833739
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1074	1132	PF13424	0.960122410013
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1077	1118	PF13374	0.961279114955
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1079	1191	PF13414	0.962731104072
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1082	1114	PF13176	0.964482338417
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1116	1192	PF13424	0.966537595383
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1119	1160	PF13374	0.968902481746
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1131	1291	PF13191	0.971583448954
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1160	1235	PF13414	0.974587810728
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1161	1202	PF13374	0.977923763018
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1162	1183	PF13431	0.981600406354
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1164	1201	PF13176	0.98562777068
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1223	1274	PF13424	0.99001684271
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1230	1252	PF13374	0.994779595905
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1243	1309	PF00142	0.999929023132
gnl|X|PROKKA_contig000002	PROKKA_04110	4600180	4604115	1257	1305	PF14357	0.982460086511
gnl|X|PROKKA_contig000002	PROKKA_04111	4604112	4605302	24	142	PF13676	0.965970091157
gnl|X|PROKKA_contig000002	PROKKA_04112	4605430	4606233	29	262	PF02522	0.950414052097
gnl|X|PROKKA_contig000002	PROKKA_04113	4606230	4608536	7	157	PF13353	0.715418106078
gnl|X|PROKKA_contig000002	PROKKA_04113	4606230	4608536	14	133	PF13394	0.49184752065
gnl|X|PROKKA_contig000002	PROKKA_04113	4606230	4608536	15	179	PF04055	0.279092391625
gnl|X|PROKKA_contig000002	PROKKA_04113	4606230	4608536	350	400	PF04055	0.119851029997
gnl|X|PROKKA_contig000002	PROKKA_04115	4608993	4611254	110	299	PF06980	0.000610523658479
gnl|X|PROKKA_contig000002	PROKKA_04115	4608993	4611254	157	322	PF04390	1.8368849535e-06
gnl|X|PROKKA_contig000002	PROKKA_04115	4608993	4611254	416	529	PF04390	3.32144019452e-07
gnl|X|PROKKA_contig000002	PROKKA_04116	4611265	4613346	402	475	PF10041	5.20667137116e-05
gnl|X|PROKKA_contig000002	PROKKA_04116	4611265	4613346	493	528	PF10041	0.00224367681912
gnl|X|PROKKA_contig000002	PROKKA_04117	4613622	4615163	45	143	PF14200	0.0976752806777
gnl|X|PROKKA_contig000002	PROKKA_04117	4613622	4615163	54	187	PF00652	0.197849998284
gnl|X|PROKKA_contig000002	PROKKA_04117	4613622	4615163	68	141	PF12860	0.234158981238
gnl|X|PROKKA_contig000002	PROKKA_04117	4613622	4615163	90	190	PF14200	0.27227179971
gnl|X|PROKKA_contig000002	PROKKA_04117	4613622	4615163	134	181	PF12860	0.312292426088
gnl|X|PROKKA_contig000002	PROKKA_04117	4613622	4615163	213	483	PF03664	0.35433003729
gnl|X|PROKKA_contig000002	PROKKA_04118	4615347	4615640	2	64	PF14117	0.180428755786
gnl|X|PROKKA_contig000002	PROKKA_04118	4615347	4615640	5	70	PF02963	0.0148571208037
gnl|X|PROKKA_contig000002	PROKKA_04119	4615786	4616307	6	145	PF12695	0.00731324571946
gnl|X|PROKKA_contig000002	PROKKA_04120	4616378	4618096	1	83	PF03485	1.01338473882e-05
gnl|X|PROKKA_contig000002	PROKKA_04120	4616378	4618096	91	444	PF00750	8.16404244598e-05
gnl|X|PROKKA_contig000002	PROKKA_04120	4616378	4618096	104	158	PF01406	0.000390539905149
gnl|X|PROKKA_contig000002	PROKKA_04120	4616378	4618096	112	167	PF09334	0.00185286259367
gnl|X|PROKKA_contig000002	PROKKA_04120	4616378	4618096	458	572	PF05746	0.00565615386552
gnl|X|PROKKA_contig000002	PROKKA_04121	4618368	4619426	1	286	PF00579	0.0914948842601
gnl|X|PROKKA_contig000002	PROKKA_04121	4618368	4619426	142	234	PF01921	0.326549874121
gnl|X|PROKKA_contig000002	PROKKA_04121	4618368	4619426	253	272	PF13663	0.442894785003
gnl|X|PROKKA_contig000002	PROKKA_04121	4618368	4619426	295	343	PF13663	0.565149401612
gnl|X|PROKKA_contig000002	PROKKA_04122	4619697	4620140	49	116	PF05239	0.693647236528
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	1	104	PF03446	0.998489255331
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	1	71	PF02826	0.999977139165
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	1	82	PF07991	0.999976758403
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	1	86	PF10727	0.999989759088
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	1	34	PF03721	0.999981419451
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	1	93	PF13241	0.999910116603
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	1	137	PF07992	0.9999820969
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	2	89	PF03807	0.999992816423
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	2	44	PF01210	0.999993632371
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	3	70	PF02558	0.999992551886
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	13	125	PF00875	0.999931457368
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	34	80	PF01210	0.999988677341
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	35	69	PF03721	0.999991169756
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	115	176	PF03446	0.999999296869
gnl|X|PROKKA_contig000002	PROKKA_04124	4626670	4627296	152	191	PF00875	0.999939922429
gnl|X|PROKKA_contig000002	PROKKA_04125	4627355	4629172	92	147	PF12229	0.999999965715
gnl|X|PROKKA_contig000002	PROKKA_04125	4627355	4629172	124	224	PF12229	0.999999981803
gnl|X|PROKKA_contig000002	PROKKA_04125	4627355	4629172	188	287	PF05568	0.99999994725
gnl|X|PROKKA_contig000002	PROKKA_04125	4627355	4629172	237	357	PF12229	0.99986844392
gnl|X|PROKKA_contig000002	PROKKA_04125	4627355	4629172	396	525	PF04294	0.509372497737
gnl|X|PROKKA_contig000002	PROKKA_04126	4629377	4630303	30	126	PF09296	0.00120977349974
gnl|X|PROKKA_contig000002	PROKKA_04126	4629377	4630303	128	161	PF09297	0.000406662784357
gnl|X|PROKKA_contig000002	PROKKA_04126	4629377	4630303	164	284	PF00293	0.00011193678776
gnl|X|PROKKA_contig000002	PROKKA_04126	4629377	4630303	179	276	PF09296	9.37202014035e-06
gnl|X|PROKKA_contig000002	PROKKA_04126	4629377	4630303	198	278	PF07859	0.00216704987524
gnl|X|PROKKA_contig000002	PROKKA_04127	4630173	4631456	33	275	PF13440	0.00198154028633
gnl|X|PROKKA_contig000002	PROKKA_04127	4630173	4631456	264	410	PF13440	0.00169910072008
gnl|X|PROKKA_contig000002	PROKKA_04128	4631453	4636159	38	702	PF11847	0.00131896067679
gnl|X|PROKKA_contig000002	PROKKA_04128	4631453	4636159	725	836	PF00754	0.000840083128234
gnl|X|PROKKA_contig000002	PROKKA_04128	4631453	4636159	956	1072	PF00754	0.0010465659888
gnl|X|PROKKA_contig000002	PROKKA_04128	4631453	4636159	1265	1376	PF11847	0.00252169441688
gnl|X|PROKKA_contig000002	PROKKA_04129	4636323	4638206	3	49	PF15756	0.00394458426746
gnl|X|PROKKA_contig000002	PROKKA_04129	4636323	4638206	306	334	PF15756	0.00531911720717
gnl|X|PROKKA_contig000002	PROKKA_04131	4639951	4640145	6	57	PF13400	0.00664904298418
gnl|X|PROKKA_contig000002	PROKKA_04131	4639951	4640145	11	61	PF16723	0.00793798965762
gnl|X|PROKKA_contig000002	PROKKA_04132	4640130	4641326	18	195	PF13439	0.00918947349495
gnl|X|PROKKA_contig000002	PROKKA_04132	4640130	4641326	25	192	PF13579	0.0104069085644
gnl|X|PROKKA_contig000002	PROKKA_04132	4640130	4641326	86	114	PF00534	0.0115936160486
gnl|X|PROKKA_contig000002	PROKKA_04132	4640130	4641326	165	194	PF02350	0.0129644995422
gnl|X|PROKKA_contig000002	PROKKA_04132	4640130	4641326	200	366	PF13579	0.0126044079594
gnl|X|PROKKA_contig000002	PROKKA_04132	4640130	4641326	202	361	PF00534	0.0122051404816
gnl|X|PROKKA_contig000002	PROKKA_04132	4640130	4641326	205	347	PF13692	0.0119410775033
gnl|X|PROKKA_contig000002	PROKKA_04132	4640130	4641326	208	379	PF02350	0.0116344573366
gnl|X|PROKKA_contig000002	PROKKA_04132	4640130	4641326	285	379	PF13524	0.00943845906466
gnl|X|PROKKA_contig000002	PROKKA_04133	4641460	4642710	18	367	PF01757	0.00724384018063
gnl|X|PROKKA_contig000002	PROKKA_04133	4641460	4642710	137	195	PF08636	0.00487188025725
gnl|X|PROKKA_contig000002	PROKKA_04133	4641460	4642710	273	302	PF08636	0.00249630126231
gnl|X|PROKKA_contig000002	PROKKA_04134	4642824	4643981	3	72	PF09534	0.000110622577726
gnl|X|PROKKA_contig000002	PROKKA_04134	4642824	4643981	5	318	PF11271	0.000204600685796
gnl|X|PROKKA_contig000002	PROKKA_04134	4642824	4643981	137	234	PF01130	0.000174845748654
gnl|X|PROKKA_contig000002	PROKKA_04134	4642824	4643981	225	367	PF09534	2.12765943468e-05
gnl|X|PROKKA_contig000002	PROKKA_04134	4642824	4643981	239	320	PF01130	0.000363736780361
gnl|X|PROKKA_contig000002	PROKKA_04137	4646669	4648339	20	553	PF05960	0.00059174886012
gnl|X|PROKKA_contig000002	PROKKA_04137	4646669	4648339	273	349	PF04796	0.000776224561283
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	34	169	PF00892	0.0263976813871
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	39	170	PF08627	0.156630425781
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	69	117	PF14150	0.293391488276
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	115	184	PF14150	0.437053955272
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	117	167	PF03151	0.588009740311
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	176	231	PF14150	0.580511627147
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	179	318	PF00892	0.57357398259
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	198	319	PF03151	0.581422250677
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	243	323	PF08627	0.434548607097
gnl|X|PROKKA_contig000002	PROKKA_04138	4648353	4649387	258	300	PF14150	0.294770527745
gnl|X|PROKKA_contig000002	PROKKA_04139	4649391	4650461	5	73	PF14716	0.161706695751
gnl|X|PROKKA_contig000002	PROKKA_04139	4649391	4650461	105	307	PF02811	0.0349941108185
gnl|X|PROKKA_contig000002	PROKKA_04140	4650519	4651259	88	196	PF01551	0.0132256399561
gnl|X|PROKKA_contig000002	PROKKA_04141	4651432	4651728	4	61	PF12648	0.00872573369564
gnl|X|PROKKA_contig000002	PROKKA_04142	4652094	4652618	126	173	PF13443	0.00432581693361
gnl|X|PROKKA_contig000002	PROKKA_04143	4652608	4653234	1	57	PF02734	1.38866256554e-05
gnl|X|PROKKA_contig000002	PROKKA_04143	4652608	4653234	57	164	PF00383	0.000104123396703
gnl|X|PROKKA_contig000002	PROKKA_04143	4652608	4653234	80	167	PF14439	0.000193758863538
gnl|X|PROKKA_contig000002	PROKKA_04143	4652608	4653234	96	158	PF14437	0.000159318979947
gnl|X|PROKKA_contig000002	PROKKA_04143	4652608	4653234	96	162	PF02734	7.09793367863e-07
gnl|X|PROKKA_contig000002	PROKKA_04144	4653245	4653712	21	146	PF13279	9.44224117786e-05
gnl|X|PROKKA_contig000002	PROKKA_04144	4653245	4653712	29	116	PF03061	6.0659239018e-05
gnl|X|PROKKA_contig000002	PROKKA_04144	4653245	4653712	134	151	PF03061	0.000107094876792
gnl|X|PROKKA_contig000002	PROKKA_04145	4653709	4654347	4	45	PF16859	0.000364985310029
gnl|X|PROKKA_contig000002	PROKKA_04145	4653709	4654347	17	63	PF00440	0.000505861609927
gnl|X|PROKKA_contig000002	PROKKA_04145	4653709	4654347	47	112	PF16859	0.000695755298692
gnl|X|PROKKA_contig000002	PROKKA_04145	4653709	4654347	48	96	PF16925	0.000772782010381
gnl|X|PROKKA_contig000002	PROKKA_04145	4653709	4654347	83	197	PF16925	0.000737151875114
gnl|X|PROKKA_contig000002	PROKKA_04145	4653709	4654347	89	189	PF16859	0.000588767693304
gnl|X|PROKKA_contig000002	PROKKA_04145	4653709	4654347	109	194	PF08361	0.000327224670492
gnl|X|PROKKA_contig000002	PROKKA_04146	4654460	4655167	14	235	PF01048	7.54513679565e-05
gnl|X|PROKKA_contig000002	PROKKA_04148	4655416	4656645	65	159	PF00589	1.52353566473e-05
gnl|X|PROKKA_contig000002	PROKKA_04148	4655416	4656645	70	128	PF14659	0.000137434332652
gnl|X|PROKKA_contig000002	PROKKA_04148	4655416	4656645	74	156	PF13495	0.000134111415741
gnl|X|PROKKA_contig000002	PROKKA_04148	4655416	4656645	84	155	PF02899	5.25754094238e-06
gnl|X|PROKKA_contig000002	PROKKA_04148	4655416	4656645	175	204	PF02899	4.65415777979e-05
gnl|X|PROKKA_contig000002	PROKKA_04148	4655416	4656645	178	384	PF00589	0.00275622039814
gnl|X|PROKKA_contig000002	PROKKA_04148	4655416	4656645	257	276	PF14659	0.0721987851623
gnl|X|PROKKA_contig000002	PROKKA_04149	4656662	4656871	5	32	PF13384	0.145057185074
gnl|X|PROKKA_contig000002	PROKKA_04149	4656662	4656871	6	32	PF13518	0.221530179031
gnl|X|PROKKA_contig000002	PROKKA_04149	4656662	4656871	6	68	PF13560	0.301826386603
gnl|X|PROKKA_contig000002	PROKKA_04149	4656662	4656871	6	47	PF13443	0.386164857149
gnl|X|PROKKA_contig000002	PROKKA_04149	4656662	4656871	7	36	PF02042	0.474775667385
gnl|X|PROKKA_contig000002	PROKKA_04149	4656662	4656871	7	42	PF05930	0.384450705032
gnl|X|PROKKA_contig000002	PROKKA_04149	4656662	4656871	9	58	PF12728	0.223949840654
gnl|X|PROKKA_contig000002	PROKKA_04149	4656662	4656871	11	31	PF02954	0.0711437610558
gnl|X|PROKKA_contig000002	PROKKA_04150	4657088	4658401	146	172	PF12307	0.0504256317962
gnl|X|PROKKA_contig000002	PROKKA_04150	4657088	4658401	175	356	PF12307	0.0306056920293
gnl|X|PROKKA_contig000002	PROKKA_04151	4658398	4659288	8	191	PF09250	0.0116298726377
gnl|X|PROKKA_contig000002	PROKKA_04154	4659846	4660094	25	63	PF00684	0.0176612505012
gnl|X|PROKKA_contig000002	PROKKA_04155	4660237	4662462	349	586	PF01580	0.0206634587063
gnl|X|PROKKA_contig000002	PROKKA_04155	4660237	4662462	372	539	PF13481	0.0192604266012
gnl|X|PROKKA_contig000002	PROKKA_04155	4660237	4662462	388	439	PF12846	0.0178589972264
gnl|X|PROKKA_contig000002	PROKKA_04155	4660237	4662462	492	579	PF12846	0.0164553474597
gnl|X|PROKKA_contig000002	PROKKA_04155	4660237	4662462	605	679	PF13481	0.0150456481218
gnl|X|PROKKA_contig000002	PROKKA_04157	4662901	4663701	41	131	PF11679	0.01362605353
gnl|X|PROKKA_contig000002	PROKKA_04160	4664721	4665593	11	66	PF14246	0.0121926910072
gnl|X|PROKKA_contig000002	PROKKA_04160	4664721	4665593	17	43	PF12802	0.0107416503171
gnl|X|PROKKA_contig000002	PROKKA_04160	4664721	4665593	19	98	PF02082	0.00926897299731
gnl|X|PROKKA_contig000002	PROKKA_04160	4664721	4665593	21	84	PF00392	0.0057113968412
gnl|X|PROKKA_contig000002	PROKKA_04160	4664721	4665593	23	82	PF13545	0.00537225874969
gnl|X|PROKKA_contig000002	PROKKA_04160	4664721	4665593	24	77	PF13384	0.00496149513413
gnl|X|PROKKA_contig000002	PROKKA_04160	4664721	4665593	27	69	PF04545	0.00447798542472
gnl|X|PROKKA_contig000002	PROKKA_04160	4664721	4665593	29	82	PF13518	0.00375622287617
gnl|X|PROKKA_contig000002	PROKKA_04160	4664721	4665593	31	83	PF08279	0.00296238107514
